标题,标题链接,头像,字段1,xi2,num,字段2,字段3,new
中外美食,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=924808&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-13,0,419,Toryna,,
【招募】金因美全国“品牌代言人”正式招募啦！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=924703&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-12,0,453,金因美高校活动,,
咨询下二手单车与租房,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=871592&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-12-12,12,3660,幻梦唯心,,
真维斯学生中心现在还有火车票取票机吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=924547&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-12,1,673,Z-终结者,,
在看脸的世界，我们用「才华」免费吃荔枝|一起来五山疯狂聚会！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=924307&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-10,3,972,屋顶的月光,,
暑假期间考研自习室会开放吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=924072&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-9,2,918,450601179,,
有谁对华农海外交流的暑期项目了解呢？跪求帮助！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=908820&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-1,3,863,发烧庄,,
燕山区开始装空调了（内有空调相关信息）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=906042&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-20,23,3032,0153.,,
请问图书馆隔壁的菜市场物价怎么样？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=911918&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-12,23,2066,陈猜猜,,
好无语！不吐不快,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=912447&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-15,15,1489,陈猜猜,,
找到了,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=920813&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-28,19,1589,鲨锅粥粥Zoe,,
毕业后可以进图书馆吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=896853&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-3-21,32,4838,鲨锅粥粥Zoe,,
合租：地铁沿线 广州塔B出口100米处,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=923777&extra=page%3D8,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-7,0,593,包子吃兔子123,,
求助，毕业季东西怎么寄回家,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922319&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-1,26,2445,云图滨仔,,
地铁3号线“南方医院站”上盖小区，招华农合租女舍友,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=923772&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-7,0,662,zhangathena,,
地铁三号线白云大道北站向前或向后求合租,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919267&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-22,2,657,zhangathena,,
大四毕业dog求驴友,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=923734&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-7,0,556,qiu123,,
我报名了一个免费学咖啡拉花的交流活动,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922264&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-1,3,573,爱我华农大,,
想知道统考生是不是不太喜欢自考生？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=910659&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-8,30,3449,babybearxu,,
求助帖：请问有谁知道学校户籍管理处的电话吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=923286&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-5,2,712,-星空雨,,
分享一个iPhone 免费流量的教程,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=923096&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-4,9,1574,寰宇天侠,,
【求合租啊】空调电梯房，离地铁站3分钟，20分钟到天河中心,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922468&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-2,4,894,gxss326,,
毕业论文格式被卡,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922975&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-4,1,765,书记夸我好少年,,
GRE入门备考，求大神求纸质资料,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919961&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-25,1,557,appledcc,,
大四了，上学期借的图书还没还，接下来还有免责么？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919090&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-21,4,683,endeavor1990,,
出售打印机,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922766&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-3,0,532,Paulker,,
（求助）请问谁知道三角市怎样申请摆摊,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922691&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-3,0,654,andyozu99,,
短程游，珠海外伶仃岛求队友啦，有一起的吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922661&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-2,3,826,Z-终结者,,
求购一本《linux系统应用与开发教程》书，邝颖杰主编,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921987&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-31,5,917,冷面条君,,
求6月3号晚上的艺术团晚会门票？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922607&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-2,1,574,lsyan,,
（求助）请问哪位同学有工程学院、农学院学生会主席联系方式,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921619&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-31,6,827,andyozu99,,
推荐一些关于Bluemix的文章,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922298&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-1,0,428,张驰,,
请问田家炳的健身年卡可以转让吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922213&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-1,1,549,amdy168,,
京东TOP实习寻队友,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922220&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-1,0,839,嘻哈子,,
华农的良民看过来,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=922216&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-6-1,0,454,13538853352,,
转租白云区黄石花园小区房主卧555元,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921301&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-30,2,933,12级23,,
求助：总馆旁边的餐厅对学生开放吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921606&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-31,7,814,盖聂,,
图书馆的阅览室的插座有没有电的？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921576&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-30,10,1588,张3,,
寻找失物主人邬浩贤,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921283&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-30,1,526,thin,,
单反寻租,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919648&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-24,3,809,鹏伟12345,,
学校周边求合租,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921275&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-29,2,870,鹏伟12345,,
参加数学建模比赛的师弟师妹们请进来看看！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=920702&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-27,2,25529,wxh_2012,,
为了你，我愿意等待！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=918498&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-19,2,956,7714366,,
是不是应该屏蔽中介的租房信息？？？？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921062&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-28,1,1833,anson-yang,,
毕业生毕业旅行  求队友！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921060&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-28,0,720,fantasy_周斯,,
关于今年的体测，排过队的同学们，有什么看法,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=898676&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-3-30,6,991,bao_______,,
想回学校开店啊五山一条街整改之后还好吗,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=911665&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-11,5,1084,bao_______,,
不知不觉又到了装空调的季节了，想起一件糗事。,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=920682&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-27,6,806,a1369225478,,
香港雅思，香港雅思，6月25号,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=921027&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-28,0,557,老班长,,
欢迎在东莞工作的师弟师妹加入华农东莞校友群，【合租】【对象】应有尽有！群号225...,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=898160&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-3-28,5,1186,拾力的N次导,,
【求解】你们去图书馆都做些什么?,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919878&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/pollsmall.gif,2016-5-24,42,3408,咫。,,
毕业论文问卷求填求转发！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=909854&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-5,4,837,阿小希,,
【通知，空调的代价】关于华山学生宿舍区高压低压线路改造施工的通知,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=918582&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-19,6,1851,我叫山鸡,,
长湴西街（高德汇旁），找妹纸合租！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919956&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-25,0,546,舒小舒,,
西村地铁站两房单位宿舍招合租！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919638&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-24,1,657,渊之流动,,
刚考完托业！！来分享经验！！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919179&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-22,4,1307,ChenJY2163,,
天河公园附近招室友 要妹纸~（已租 锁帖）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=909568&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-4,7,463,屋顶的月光,,
【毕业，想把第一次留在华农】,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=919117&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-22,4,1105,cencen,,
六月份毕业后要怎样可以继续使用校园卡和校园网呢？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=910585&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-7,12,1722,不太逼真的丁丁,,
求合租,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=918989&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-21,2,708,风起的日子,,
关于姜百臣老师的市场营销觉,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=911390&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-10,2,701,sbiao,,
急切需要社联换届后新的所有部门主要负责人的联系方式,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=918893&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-20,2,551,屋顶的月光,,
【通知，体侧补测！】2015学年第二学期学生体质测试缺项补测,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=918579&extra=page%3D9,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-19,0,1366,不叫open,,
【专业化妆师承接 毕业照 闺蜜照 校园写真】,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=918208&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-18,3,1133,zjz524841091,,
教务处版面改变了,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=917967&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-18,12,1361,LimHeuTshang,,
竟然没人,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=912388&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-14,12,812,sinonhecate,,
我的大学之道--南科大研院创新杯?高校主题摄影作品征集,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=907875&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-26,3,842,李小茄,,
紧急求助，成绩单大三怎么打印,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=912478&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/rewardsmall.gif,2016-5-15,11,3115,不叫open,,
研究生课题需要一名熟悉图像处理的同学加入,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=912490&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-15,0,740,linzcz,,
【投诉you用】请问投诉学生奖学金造假等品德问题，有什么途径？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=908207&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-27,47,6327,marcong,,
合租征友,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=912165&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-13,3,2054,k@hmt,,
【通知】图书馆总馆闭馆通知 & 空调预警！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=912140&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-13,0,820,郝楠仁,,
找一个毕业跟拍大神,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=907271&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-25,3,874,qidongonline,,
想继续读研,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=906350&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-21,18,2161,abc123456abc,,
华农食品科学技术学院的研究生起薪点是多少？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=911731&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-11,1,1027,ChenJY2163,,
校园卡被盗刷，不开心,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=904519&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-4-16,9,1270,cL啊,,
毕业生还能回学校图书馆么？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=909196&extra=page%3D10,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2016-5-3,5,869,wendy.chen,,
